Data,Year
111.8393287322246,1973-01-01
111.85209987212934,1973-04-01
111.86495082555658,1974-09-01
111.87788176947709,1974-10-01
111.89089288086163,1976-03-01
111.90398433668099,1978-08-01
111.91715631390595,1979-01-01
111.93040898950728,1979-06-01
111.94374254045577,1982-06-01
111.95715714372218,1982-12-01
111.97065297627731,1985-01-01
111.9842302150919,1985-05-01
111.99788903713676,1985-07-01
112.01162961938265,1986-07-01
112.02545213880033,1988-09-01
112.03935677236062,1990-05-01
112.05334369703426,1991-07-01
112.06741308979204,1995-07-01
112.08156512760475,1996-11-01
112.09579998744313,2001-06-01
112.11011784627799,2002-07-01
112.12451888108009,2005-03-01
112.13900326882022,2005-11-01
112.15357118646914,2007-03-01
112.16822281099763,2007-04-01
112.18295831937648,2008-07-01
112.19777788857645,2009-04-01
112.21268169556834,2009-11-01
112.2276699173229,2011-04-01
112.2427427308109,2012-09-01
112.25790031300316,2014-08-01
112.27314284087042,1929-01-01
112.28847049138346,1929-10-01
112.30388344151308,1929-12-01
112.31938186823002,1930-01-01
112.33496594850509,1930-07-01
112.35063585930904,1930-10-01
112.36639177761266,1931-01-01
112.38223388038674,1932-03-01
112.39816234460203,1932-05-01
112.41417734722933,1932-07-01
112.43027906523939,1932-10-01
112.44646767560302,1932-11-01
112.46274335529095,1933-03-01
112.47910628127401,1933-12-01
112.49555663052294,1935-12-01
112.51209458000854,1936-04-01
112.52872030670156,1936-05-01
112.54543398757279,1937-03-01
112.56223579959301,1937-07-01
112.579125919733,1938-03-01
112.59610452496354,1939-12-01
112.61317179225537,1940-12-01
112.63032789857931,1941-02-01
112.64757302090612,1941-06-01
112.66490733620657,1942-03-01
112.68233102145145,1943-07-01
112.69984425361152,1943-08-01
112.71744720965756,1944-08-01
112.73514006656038,1945-07-01
112.7529230012907,1945-10-01
112.77079619081934,1945-11-01
112.78875981211706,1945-12-01
112.80681404215463,1946-05-01
112.82495905790284,1946-08-01
112.84319503633247,1947-04-01
112.86152215441427,1947-12-01
112.87994058911906,1948-03-01
112.89845051741757,1948-04-01
112.9170521162806,1948-09-01
112.93574556267893,1949-06-01
112.95453103358332,1949-11-01
112.97340870596457,1950-05-01
112.99237875679344,1951-11-01
113.01144136304072,1952-02-01
113.03059670167715,1952-10-01
113.04984494967356,1953-07-01
113.06918628400068,1953-10-01
113.08862088162931,1954-11-01
113.10814891953024,1956-01-01
113.1277705746742,1956-04-01
113.14748602403202,1956-12-01
113.16729544457444,1957-08-01
113.18719901327225,1958-05-01
113.20719690709623,1958-10-01
113.22728930301714,1959-02-01
113.24747637800579,1960-11-01
113.26775830903291,1961-06-01
113.28813527306932,1962-07-01
113.30860744708576,1962-11-01
113.32917500805303,1963-01-01
113.34983813294191,1965-09-01
113.37059699872316,1965-11-01
113.39145178236757,1967-02-01
113.4124026608459,1967-07-01
113.43344981112894,1968-05-01
113.45459341018747,1968-11-01
113.47583363499226,1969-03-01
113.49717066251407,1969-06-01
113.5186046697237,1969-10-01
113.54013583359193,1971-09-01
113.56176433108952,1972-09-01
113.58349033918725,1974-02-01
113.6053140348559,1977-03-01
113.62723559506624,1977-06-01
113.64925519678906,1978-03-01
113.67137301699512,1979-10-01
113.69358923265521,1979-12-01
113.71590402074011,1980-09-01
113.73831755822057,1981-01-01
113.7608300220674,1981-03-01
113.78344158925135,1981-05-01
113.80615243674322,1981-06-01
113.82896274151376,1981-10-01
113.85187268053376,1982-02-01
113.87488243077401,1982-03-01
113.89799216920527,1982-07-01
113.92120207279831,1982-11-01
113.94451231852392,1983-07-01
113.96792308335287,1983-10-01
113.99143454425595,1983-11-01
114.01504687820393,1984-01-01
114.03876026216757,1984-06-01
114.06257487311767,1984-08-01
114.08649088802498,1984-12-01
114.1105084838603,1985-11-01
114.1346278375944,1986-06-01
114.15884912619805,1987-01-01
114.18317252664204,1987-06-01
114.20759821589714,1987-07-01
114.23212637093411,1987-08-01
114.25675716872375,1987-09-01
114.28149078623683,1987-11-01
